report_id,session_id,user_id,lat,lon,timestamp,review_text,threat_label,severity_score,location_name
R000589,S0109,U3227,28.523694,77.18392,2025-08-07T09:52:58,"Eve-teasing incident near Qutub Minar, Delhi— women should avoid the area at night.",harassment,0.567,"Qutub Minar, Delhi"
R000354,S0064,U3806,26.8472,80.945864,2025-08-04T03:58:57,"Group acting strange near Lucknow Hazratganj. Could be a threat. Lost valuables worth approx. INR 15,000.",suspicious_person,0.449,Lucknow Hazratganj
R000084,S0015,U7462,18.92216,72.835003,2025-08-11T14:35:34,"Lost my wallet and ID near Gateway of India, Mumbai after crowding.",lost,0.41,"Gateway of India, Mumbai"
R000426,S0077,U9408,34.082888,74.796764,2025-09-19T05:14:47,I got scammed by a taxi driver around Srinagar Dal Lake. They overcharged and threatened me.,scam,0.352,Srinagar Dal Lake
R000440,S0081,U2587,34.153516,77.5756,2025-07-27T03:24:46,Boat operator was reckless near Leh Market and it felt unsafe.,unsafe_transport,0.593,Leh Market
R000223,S0040,U1007,26.911867,75.787296,2025-09-21T19:03:38,"Taxi driver tried to drive off-route near Pink City, Jaipur. I was alone at that time.",unsafe_transport,0.452,"Pink City, Jaipur"
R000583,S0107,U9200,26.297253,73.017187,2025-08-25T15:52:06,Minor road accident near Jodhpur Mehrangarh. No ambulance available immediately. Took place during peak hours.,accident,0.77,Jodhpur Mehrangarh
R000530,S0098,U4358,30.73341,76.779058,2025-09-04T08:59:28,Someone was following me near Chandigarh Sector 17— very suspicious. Reported to local police but no help.,suspicious_person,0.561,Chandigarh Sector 17
R000153,S0028,U4665,19.099089,72.827585,2025-09-09T19:37:57,"Verbal harassment at Juhu Beach, Mumbai when I was walking alone.",harassment,0.595,"Juhu Beach, Mumbai"
R000543,S0100,U5027,26.92396,75.826823,2025-08-04T04:40:35,"Physical assault happened near Hawa Mahal, Jaipur during the night.",assault,1.0,"Hawa Mahal, Jaipur"
R000269,S0048,U5691,9.496442,76.338446,2025-08-29T20:36:47,Group acting strange near Alleppey Backwaters. Could be a threat.,suspicious_person,0.492,Alleppey Backwaters
R000537,S0099,U8855,28.524605,77.185233,2025-07-07T16:49:13,"Lost my wallet and ID near Qutub Minar, Delhi after crowding.",lost,0.363,"Qutub Minar, Delhi"
R000183,S0033,U3152,27.175283,78.042414,2025-07-10T23:57:38,"Lost my wallet and ID near Taj Mahal, Agra after crowding.",lost,0.524,"Taj Mahal, Agra"
R000155,S0029,U8229,25.309993,82.973641,2025-09-19T23:04:59,Pickpocketing at Varanasi Dashashwamedh Ghat — they took my wallet during the crowd. I was alone at that time.,theft,0.62,Varanasi Dashashwamedh Ghat
R000675,S0125,U5602,18.944094,72.824554,2025-07-12T19:30:26,"Someone was following me near Marine Drive, Mumbai— very suspicious.",suspicious_person,0.49,"Marine Drive, Mumbai"
R000167,S0030,U1722,26.924123,75.825776,2025-08-17T20:43:04,"Group of men assaulted me close to Hawa Mahal, Jaipur.",assault,0.801,"Hawa Mahal, Jaipur"
R000439,S0081,U2587,34.151671,77.577821,2025-07-18T11:22:00,Phone stolen at Leh Market. Be careful around the market.,theft,0.772,Leh Market
R000110,S0020,U2597,32.218919,76.323113,2025-08-15T22:45:38,Auto driver refused meter and behaved aggressively near Dharamshala.,unsafe_transport,0.386,Dharamshala
R000463,S0087,U6938,26.924412,75.827445,2025-07-21T05:49:10,"Left my bag on a bench near Hawa Mahal, Jaipur and couldn't find it.",lost,0.366,"Hawa Mahal, Jaipur"
R000247,S0043,U2857,22.54583,88.343583,2025-07-23T02:26:30,Vandalism noticed near Kolkata Victoria Memorial area. Statues/graffiti and broken benches.,vandalism,0.256,Kolkata Victoria Memorial area
R000328,S0058,U3742,24.576003,73.680162,2025-07-29T02:13:11,Verbal harassment at Udaipur Lake Pichola when I was walking alone.,harassment,0.548,Udaipur Lake Pichola
R000347,S0061,U6540,11.406724,76.695143,2025-08-14T05:47:01,I faced harassment near Ooty. People were catcalling and it felt unsafe.,harassment,0.642,Ooty
R000389,S0071,U7120,19.054474,72.839845,2025-09-07T10:54:21,"My bag was snatched near Bandra, Mumbai. I lost my phone and wallet.",theft,0.786,"Bandra, Mumbai"
R000532,S0098,U4358,30.733173,76.779571,2025-09-06T18:51:22,Boat operator was reckless near Chandigarh Sector 17 and it felt unsafe.,unsafe_transport,0.612,Chandigarh Sector 17
R000383,S0071,U7120,19.054774,72.84036,2025-07-15T14:24:10,"Taxi driver tried to drive off-route near Bandra, Mumbai.",unsafe_transport,0.519,"Bandra, Mumbai"
R000230,S0041,U5990,32.242961,77.188988,2025-08-13T03:19:51,Someone stole my backpack at Manali Mall while I was on my phone.,theft,0.593,Manali Mall
R000160,S0029,U8229,25.31121,82.972615,2025-08-04T22:48:39,Saw a suspicious person lurking near Varanasi Dashashwamedh Ghat for hours.,suspicious_person,0.56,Varanasi Dashashwamedh Ghat
R000545,S0100,U5027,26.92351,75.826316,2025-07-30T20:09:07,"I got scammed by a taxi driver around Hawa Mahal, Jaipur. They overcharged and threatened me.",scam,0.484,"Hawa Mahal, Jaipur"
R000396,S0072,U3011,8.088119,77.537553,2025-07-09T03:25:46,I faced harassment near Kanyakumari. People were catcalling and it felt unsafe. I was alone at that time.,harassment,0.464,Kanyakumari
R000251,S0045,U3994,25.59265,85.137127,2025-08-21T17:56:10,"Public infrastructure vandalized at Patna Gandhi Maidan. Lost valuables worth approx. INR 15,000.",vandalism,0.313,Patna Gandhi Maidan
R000061,S0012,U7883,13.048919,80.282611,2025-09-21T07:25:57,"Fake guide scammed me at Marina Beach, Chennai promising discount tours. Witnessed by many tourists.",scam,0.637,"Marina Beach, Chennai"
R000468,S0089,U4665,26.296666,73.018058,2025-08-24T17:48:53,Group acting strange near Jodhpur Mehrangarh. Could be a threat. Happened at night.,suspicious_person,0.598,Jodhpur Mehrangarh
R000081,S0015,U7462,18.92193,72.834679,2025-08-13T10:47:05,"Verbal harassment at Gateway of India, Mumbai when I was walking alone.",harassment,0.562,"Gateway of India, Mumbai"
R000441,S0081,U2587,34.153405,77.578154,2025-07-27T12:08:53,Verbal harassment at Leh Market when I was walking alone. Happened at night.,harassment,0.46,Leh Market
R000425,S0077,U9408,34.084092,74.798237,2025-09-13T19:35:17,Left my bag on a bench near Srinagar Dal Lake and couldn't find it.,lost,0.421,Srinagar Dal Lake
R000687,S0128,U8614,22.581968,88.34648,2025-08-17T20:17:41,"Lost my wallet and ID near Howrah Bridge area, Kolkata after crowding.",lost,0.423,"Howrah Bridge area, Kolkata"
R000034,S0007,U7234,8.48639,76.935751,2025-07-14T18:44:14,"Person fainted near Kovalam, Trivandrum and there was delay in help.",medical_emergency,0.958,"Kovalam, Trivandrum"
R000633,S0117,U7562,27.338942,88.606722,2025-08-06T17:47:38,Fake guide scammed me at Gangtok MG Marg promising discount tours.,scam,0.586,Gangtok MG Marg
R000337,S0059,U5186,13.049619,80.283198,2025-08-07T02:22:28,"Someone stole my backpack at Marina Beach, Chennai while I was on my phone.",theft,0.772,"Marina Beach, Chennai"
R000584,S0108,U9639,26.912533,75.786637,2025-08-25T08:03:55,"Someone stole my backpack at Pink City, Jaipur while I was on my phone. Lost valuables worth approx. INR 15,000.",theft,0.651,"Pink City, Jaipur"
R000169,S0031,U6017,22.307762,88.768443,2025-08-07T18:34:58,Lost my wallet and ID near Sundarbans Entry after crowding. Happened at night.,lost,0.366,Sundarbans Entry
R000233,S0041,U5990,32.244015,77.190528,2025-08-25T07:06:18,Pickpocketing at Manali Mall — they took my wallet during the crowd.,theft,0.846,Manali Mall
R000480,S0090,U2452,28.524326,77.18573,2025-08-29T15:19:55,"I was attacked near Qutub Minar, Delhi. Got hurt and need police help.",assault,0.887,"Qutub Minar, Delhi"
R000408,S0075,U9464,15.54614,73.754757,2025-08-17T09:40:39,Boat operator was reckless near Goa - Calangute and it felt unsafe.,unsafe_transport,0.515,Goa - Calangute
R000469,S0089,U4665,26.296749,73.017935,2025-07-24T14:03:24,Fake guide scammed me at Jodhpur Mehrangarh promising discount tours. Took place during peak hours.,scam,0.525,Jodhpur Mehrangarh
R000256,S0045,U3994,25.59351,85.137787,2025-06-30T17:47:29,Auto driver refused meter and behaved aggressively near Patna Gandhi Maidan. I was alone at that time.,unsafe_transport,0.456,Patna Gandhi Maidan
R000260,S0046,U2121,22.306894,88.770375,2025-07-31T17:46:30,Vandalism noticed near Sundarbans Entry. Statues/graffiti and broken benches.,vandalism,0.154,Sundarbans Entry
R000019,S0004,U1964,28.52386,77.18627,2025-08-17T11:19:46,"I faced harassment near Qutub Minar, Delhi. People were catcalling and it felt unsafe.",harassment,0.628,"Qutub Minar, Delhi"
R000068,S0013,U8994,34.083061,74.795867,2025-07-14T17:17:03,Someone stole my backpack at Srinagar Dal Lake while I was on my phone.,theft,0.829,Srinagar Dal Lake
R000052,S0010,U2739,28.633742,77.220335,2025-09-22T20:51:51,"I was attacked near Connaught Place, Delhi. Got hurt and need police help.",assault,1.0,"Connaught Place, Delhi"
R000557,S0103,U1433,18.519932,73.855409,2025-07-21T21:49:14,I slipped and got injured at Pune FC road area. Need medical help.,accident,0.967,Pune FC road area
R000635,S0118,U8913,8.088356,77.538767,2025-07-24T18:49:55,Fake guide scammed me at Kanyakumari promising discount tours.,scam,0.542,Kanyakumari
R000531,S0098,U4358,30.735275,76.778391,2025-07-25T00:21:13,My bag was snatched near Chandigarh Sector 17. I lost my phone and wallet.,theft,0.796,Chandigarh Sector 17
R000352,S0063,U6043,8.088504,77.537193,2025-07-09T17:23:34,Boat operator was reckless near Kanyakumari and it felt unsafe. Happened at night.,unsafe_transport,0.476,Kanyakumari
R000504,S0094,U2800,8.088717,77.538125,2025-08-08T00:32:29,Eve-teasing incident near Kanyakumari— women should avoid the area at night.,harassment,0.701,Kanyakumari
R000406,S0074,U1655,25.594556,85.137051,2025-07-25T10:25:35,Someone tried a credit-card scam near Patna Gandhi Maidan.,scam,0.368,Patna Gandhi Maidan
R000296,S0052,U2721,9.966281,76.241637,2025-08-02T20:05:04,"Auto driver refused meter and behaved aggressively near Fort Kochi, Kochi. I was alone at that time.",unsafe_transport,0.412,"Fort Kochi, Kochi"
R000542,S0100,U5027,26.923576,75.827256,2025-07-09T13:55:45,"Boat operator was reckless near Hawa Mahal, Jaipur and it felt unsafe. Witnessed by many tourists.",unsafe_transport,0.649,"Hawa Mahal, Jaipur"
R000334,S0059,U5186,13.04881,80.282698,2025-09-07T02:06:23,"Someone stole my backpack at Marina Beach, Chennai while I was on my phone.",theft,0.599,"Marina Beach, Chennai"
R000171,S0031,U6017,22.308257,88.768165,2025-07-04T16:12:06,I got scammed by a taxi driver around Sundarbans Entry. They overcharged and threatened me.,scam,0.404,Sundarbans Entry
R000690,S0129,U2896,22.30782,88.769417,2025-09-11T22:29:08,Physical assault happened near Sundarbans Entry during the night.,assault,1.0,Sundarbans Entry
R000437,S0080,U3272,33.984953,75.240236,2025-08-07T23:28:09,I slipped and got injured at Amarnath base area (approx). Need medical help.,accident,0.851,Amarnath base area (approx)
R000417,S0076,U7808,26.846515,80.947266,2025-08-26T22:26:05,Someone stole my backpack at Lucknow Hazratganj while I was on my phone. Happened at night.,theft,0.642,Lucknow Hazratganj
R000450,S0084,U8077,27.617181,93.829675,2025-09-19T22:49:51,Public infrastructure vandalized at Ziro Valley.,vandalism,0.211,Ziro Valley
R000343,S0061,U6540,11.406578,76.69509,2025-09-25T11:05:44,Medical emergency at Ooty — we couldn't find first aid.,medical_emergency,0.792,Ooty
R000089,S0016,U7054,12.977021,77.604203,2025-08-07T05:53:28,Someone stole my backpack at Bengaluru MG Road while I was on my phone.,theft,0.783,Bengaluru MG Road
R000012,S0002,U1399,27.616759,93.829585,2025-09-05T00:10:54,Taxi driver tried to drive off-route near Ziro Valley.,unsafe_transport,0.539,Ziro Valley
R000459,S0086,U2886,17.361766,78.474606,2025-08-12T08:55:10,Auto driver refused meter and behaved aggressively near Hyderabad Charminar.,unsafe_transport,0.628,Hyderabad Charminar
R000659,S0122,U6373,10.088892,77.058546,2025-09-15T14:13:38,Taxi driver tried to drive off-route near Munnar.,unsafe_transport,0.445,Munnar
R000400,S0073,U7459,11.62346,92.727018,2025-09-10T01:14:40,Taxi driver tried to drive off-route near Andaman Port Blair. Witnessed by many tourists.,unsafe_transport,0.562,Andaman Port Blair
R000424,S0077,U9408,34.082738,74.795819,2025-09-03T05:33:38,Someone stole my backpack at Srinagar Dal Lake while I was on my phone.,theft,0.731,Srinagar Dal Lake
R000327,S0058,U3742,24.575996,73.680094,2025-09-15T15:18:51,Someone stole my backpack at Udaipur Lake Pichola while I was on my phone.,theft,0.757,Udaipur Lake Pichola
R000386,S0071,U7120,19.053841,72.839796,2025-08-27T06:26:37,"I faced harassment near Bandra, Mumbai. People were catcalling and it felt unsafe. Happened at night.",harassment,0.74,"Bandra, Mumbai"
R000079,S0014,U2115,13.009724,80.267679,2025-08-10T10:20:28,"Boat operator was reckless near Besant Nagar, Chennai and it felt unsafe. Happened at night.",unsafe_transport,0.47,"Besant Nagar, Chennai"
R000399,S0073,U7459,11.621819,92.727093,2025-08-05T02:11:13,Boat operator was reckless near Andaman Port Blair and it felt unsafe. Took place during peak hours.,unsafe_transport,0.636,Andaman Port Blair
R000257,S0046,U2121,22.308344,88.768714,2025-06-30T01:48:22,Pickpocketing at Sundarbans Entry — they took my wallet during the crowd.,theft,0.613,Sundarbans Entry
R000022,S0005,U4960,27.616839,93.829546,2025-07-09T18:03:48,Taxi driver tried to drive off-route near Ziro Valley.,unsafe_transport,0.395,Ziro Valley
R000464,S0087,U6938,26.924126,75.827242,2025-09-04T02:53:27,"Phone stolen at Hawa Mahal, Jaipur. Be careful around the market. I was alone at that time.",theft,0.699,"Hawa Mahal, Jaipur"
R000036,S0007,U7234,8.486229,76.935946,2025-08-21T21:14:51,"Verbal harassment at Kovalam, Trivandrum when I was walking alone.",harassment,0.473,"Kovalam, Trivandrum"
R000298,S0053,U8145,31.104801,77.173661,2025-07-14T01:50:42,Taxi driver tried to drive off-route near Shimla Mall.,unsafe_transport,0.449,Shimla Mall
R000128,S0024,U8805,11.963274,92.967097,2025-09-19T14:29:44,Pickpocketing at Havelock Island — they took my wallet during the crowd.,theft,0.64,Havelock Island
R000288,S0051,U9641,27.585909,91.864121,2025-08-08T14:57:12,Auto driver refused meter and behaved aggressively near Tawang.,unsafe_transport,0.596,Tawang
R000484,S0091,U6159,19.813445,85.831674,2025-07-09T07:28:58,Physical assault happened near Puri Jagannath Temple during the night. Took place during peak hours.,assault,0.848,Puri Jagannath Temple
R000102,S0018,U4994,19.098671,72.826283,2025-08-23T10:44:31,"Verbal harassment at Juhu Beach, Mumbai when I was walking alone.",harassment,0.463,"Juhu Beach, Mumbai"
R000645,S0120,U3268,27.586005,91.863583,2025-07-31T12:03:02,Auto driver refused meter and behaved aggressively near Tawang.,unsafe_transport,0.401,Tawang
R000649,S0120,U3268,27.586716,91.861662,2025-07-30T09:11:00,"I got scammed by a taxi driver around Tawang. They overcharged and threatened me. Lost valuables worth approx. INR 15,000.",scam,0.568,Tawang
R000632,S0117,U7562,27.338916,88.606307,2025-08-03T23:03:02,Saw a suspicious person lurking near Gangtok MG Marg for hours.,suspicious_person,0.615,Gangtok MG Marg
R000622,S0115,U2945,18.52135,73.856347,2025-08-01T14:47:03,Bike collided near Pune FC road area and rider is badly hurt. Witnessed by many tourists.,accident,0.925,Pune FC road area
R000541,S0099,U8855,28.526591,77.184154,2025-08-17T09:17:41,"I got scammed by a taxi driver around Qutub Minar, Delhi. They overcharged and threatened me. Happened at night.",scam,0.385,"Qutub Minar, Delhi"
R000199,S0037,U6869,26.846945,80.947112,2025-09-08T14:43:50,Minor road accident near Lucknow Hazratganj. No ambulance available immediately.,accident,0.933,Lucknow Hazratganj
R000274,S0049,U8534,26.577396,93.171491,2025-08-22T11:32:19,Phone stolen at Kaziranga Park. Be careful around the market.,theft,0.67,Kaziranga Park
R000235,S0041,U5990,32.243113,77.189493,2025-09-24T17:14:28,I misplaced my passport at Manali Mall. Please help locate. Reported to local police but no help.,lost,0.513,Manali Mall
R000526,S0097,U3159,24.575926,73.680191,2025-06-30T19:23:47,My bag was snatched near Udaipur Lake Pichola. I lost my phone and wallet.,theft,0.742,Udaipur Lake Pichola
R000648,S0120,U3268,27.58591,91.863992,2025-07-25T11:13:46,Public infrastructure vandalized at Tawang.,vandalism,0.272,Tawang
R000505,S0094,U2800,8.089721,77.539238,2025-07-20T19:21:21,Someone stole my backpack at Kanyakumari while I was on my phone.,theft,0.599,Kanyakumari
R000535,S0098,U4358,30.73325,76.779449,2025-09-22T11:00:50,Eve-teasing incident near Chandigarh Sector 17— women should avoid the area at night.,harassment,0.501,Chandigarh Sector 17
R000180,S0033,U3152,27.175522,78.041608,2025-08-28T01:23:31,"My bag was snatched near Taj Mahal, Agra. I lost my phone and wallet.",theft,0.835,"Taj Mahal, Agra"
R000341,S0060,U3819,30.734042,76.779077,2025-08-30T22:28:26,I faced harassment near Chandigarh Sector 17. People were catcalling and it felt unsafe. Happened at night.,harassment,0.622,Chandigarh Sector 17
R000205,S0038,U5326,30.086332,78.266206,2025-08-28T06:24:44,Property damage near Rishikesh Laxman Jhula late at night.,vandalism,0.224,Rishikesh Laxman Jhula
R000249,S0044,U3277,28.632672,77.219679,2025-07-04T11:33:47,"Medical emergency at Connaught Place, Delhi — we couldn't find first aid.",medical_emergency,0.883,"Connaught Place, Delhi"
R000581,S0107,U9200,26.297424,73.017422,2025-07-26T12:44:04,Pickpocketing at Jodhpur Mehrangarh — they took my wallet during the crowd. Witnessed by many tourists.,theft,0.65,Jodhpur Mehrangarh
R000214,S0039,U3694,12.976126,77.592622,2025-07-08T13:08:47,"Minor road accident near Cubbon Park, Bengaluru. No ambulance available immediately. Witnessed by many tourists.",accident,0.786,"Cubbon Park, Bengaluru"
R000357,S0064,U3806,26.847199,80.947162,2025-09-10T11:48:57,Someone was following me near Lucknow Hazratganj— very suspicious.,suspicious_person,0.567,Lucknow Hazratganj
R000258,S0046,U2121,22.308781,88.768621,2025-07-29T22:11:22,Fake guide scammed me at Sundarbans Entry promising discount tours.,scam,0.475,Sundarbans Entry
R000496,S0092,U9608,11.405375,76.694043,2025-08-20T23:31:16,Boat operator was reckless near Ooty and it felt unsafe.,unsafe_transport,0.615,Ooty
R000254,S0045,U3994,25.594003,85.136819,2025-09-07T16:12:26,Boat operator was reckless near Patna Gandhi Maidan and it felt unsafe.,unsafe_transport,0.382,Patna Gandhi Maidan
R000182,S0033,U3152,27.175093,78.041974,2025-07-07T02:59:35,"Someone stole my backpack at Taj Mahal, Agra while I was on my phone.",theft,0.77,"Taj Mahal, Agra"
R000486,S0091,U6159,19.811558,85.831231,2025-09-16T00:01:27,Eve-teasing incident near Puri Jagannath Temple— women should avoid the area at night.,harassment,0.585,Puri Jagannath Temple
R000329,S0058,U3742,24.575487,73.679123,2025-08-21T01:37:32,Person fainted near Udaipur Lake Pichola and there was delay in help.,medical_emergency,0.929,Udaipur Lake Pichola
R000544,S0100,U5027,26.9239,75.8267,2025-08-29T20:03:44,"Someone stole my backpack at Hawa Mahal, Jaipur while I was on my phone.",theft,0.746,"Hawa Mahal, Jaipur"
R000407,S0075,U9464,15.545492,73.755573,2025-09-19T02:59:59,I misplaced my passport at Goa - Calangute. Please help locate. Happened at night.,lost,0.431,Goa - Calangute
R000617,S0114,U1289,19.054851,72.839621,2025-09-03T01:18:33,"Pickpocketing at Bandra, Mumbai — they took my wallet during the crowd. I was alone at that time.",theft,0.805,"Bandra, Mumbai"
R000658,S0122,U6373,10.089338,77.059209,2025-08-12T08:40:50,Someone was following me near Munnar— very suspicious. Took place during peak hours.,suspicious_person,0.56,Munnar
R000650,S0120,U3268,27.585763,91.864291,2025-07-11T23:12:12,Group of men assaulted me close to Tawang. Reported to local police but no help.,assault,0.996,Tawang
R000322,S0057,U1628,18.922437,72.834735,2025-07-12T08:22:23,"Boat operator was reckless near Gateway of India, Mumbai and it felt unsafe.",unsafe_transport,0.592,"Gateway of India, Mumbai"
R000051,S0010,U2739,28.633693,77.219852,2025-09-01T17:46:48,"I got scammed by a taxi driver around Connaught Place, Delhi. They overcharged and threatened me. Witnessed by many tourists.",scam,0.645,"Connaught Place, Delhi"
R000361,S0065,U3092,27.041476,88.263018,2025-07-30T21:22:55,Fake guide scammed me at Darjeeling Mall promising discount tours.,scam,0.559,Darjeeling Mall
R000268,S0048,U5691,9.49811,76.33897,2025-08-15T21:50:16,Someone had severe allergic reaction near Alleppey Backwaters.,medical_emergency,0.882,Alleppey Backwaters
R000643,S0120,U3268,27.586105,91.864257,2025-09-24T02:49:08,Eve-teasing incident near Tawang— women should avoid the area at night.,harassment,0.702,Tawang
R000035,S0007,U7234,8.485856,76.936915,2025-09-02T09:27:54,"I faced harassment near Kovalam, Trivandrum. People were catcalling and it felt unsafe.",harassment,0.557,"Kovalam, Trivandrum"
R000447,S0083,U9158,32.242811,77.189454,2025-07-30T06:25:33,My bag was snatched near Manali Mall. I lost my phone and wallet. I was alone at that time.,theft,0.648,Manali Mall
R000244,S0043,U2857,22.544601,88.342535,2025-09-14T13:18:35,Physical assault happened near Kolkata Victoria Memorial area during the night.,assault,0.959,Kolkata Victoria Memorial area
R000302,S0054,U9587,24.576426,73.680591,2025-09-06T02:47:09,Lost my wallet and ID near Udaipur Lake Pichola after crowding. Reported to local police but no help.,lost,0.549,Udaipur Lake Pichola
R000629,S0116,U5244,28.524949,77.184451,2025-08-21T14:08:03,"Someone stole my backpack at Qutub Minar, Delhi while I was on my phone.",theft,0.629,"Qutub Minar, Delhi"
R000095,S0017,U7707,30.733674,76.779005,2025-08-06T23:13:52,I faced harassment near Chandigarh Sector 17. People were catcalling and it felt unsafe.,harassment,0.474,Chandigarh Sector 17
R000587,S0108,U9639,26.912418,75.787088,2025-09-22T08:11:22,"Boat operator was reckless near Pink City, Jaipur and it felt unsafe. Witnessed by many tourists.",unsafe_transport,0.54,"Pink City, Jaipur"
R000558,S0103,U1433,18.520048,73.857713,2025-07-27T20:01:07,"My bag was snatched near Pune FC road area. I lost my phone and wallet. Lost valuables worth approx. INR 15,000.",theft,0.653,Pune FC road area
R000086,S0015,U7462,18.920997,72.834529,2025-07-31T11:18:54,"My bag was snatched near Gateway of India, Mumbai. I lost my phone and wallet.",theft,0.614,"Gateway of India, Mumbai"
R000697,S0130,U4779,19.886949,86.095345,2025-09-03T17:11:05,Boat operator was reckless near Konark Sun Temple area and it felt unsafe.,unsafe_transport,0.639,Konark Sun Temple area
R000172,S0031,U6017,22.307274,88.768469,2025-07-01T03:03:09,Physical assault happened near Sundarbans Entry during the night.,assault,1.0,Sundarbans Entry
R000490,S0091,U6159,19.813575,85.831144,2025-06-30T09:41:27,Eve-teasing incident near Puri Jagannath Temple— women should avoid the area at night.,harassment,0.48,Puri Jagannath Temple
R000005,S0002,U1399,27.614854,93.829094,2025-08-01T01:09:22,Medical emergency at Ziro Valley — we couldn't find first aid.,medical_emergency,0.78,Ziro Valley
R000020,S0004,U1964,28.523631,77.186604,2025-07-25T18:54:15,"Someone had severe allergic reaction near Qutub Minar, Delhi.",medical_emergency,0.964,"Qutub Minar, Delhi"
R000054,S0011,U2699,12.976159,77.592428,2025-08-30T12:34:59,"Boat operator was reckless near Cubbon Park, Bengaluru and it felt unsafe.",unsafe_transport,0.486,"Cubbon Park, Bengaluru"
R000216,S0039,U3694,12.975801,77.591527,2025-09-27T00:54:39,"Phone stolen at Cubbon Park, Bengaluru. Be careful around the market.",theft,0.821,"Cubbon Park, Bengaluru"
R000142,S0027,U5709,19.097056,72.827466,2025-09-22T17:43:32,"I faced harassment near Juhu Beach, Mumbai. People were catcalling and it felt unsafe. Took place during peak hours.",harassment,0.491,"Juhu Beach, Mumbai"
R000563,S0103,U1433,18.520466,73.857151,2025-07-27T20:58:50,Someone stole my backpack at Pune FC road area while I was on my phone.,theft,0.841,Pune FC road area
R000574,S0106,U8269,27.615392,93.829759,2025-08-05T01:16:39,I got scammed by a taxi driver around Ziro Valley. They overcharged and threatened me.,scam,0.487,Ziro Valley
R000610,S0113,U3419,34.152161,77.577257,2025-07-07T10:14:23,I faced harassment near Leh Market. People were catcalling and it felt unsafe. I was alone at that time.,harassment,0.456,Leh Market
R000050,S0010,U2739,28.632588,77.219227,2025-09-25T15:20:48,"Taxi driver tried to drive off-route near Connaught Place, Delhi.",unsafe_transport,0.641,"Connaught Place, Delhi"
R000044,S0009,U8758,28.612297,77.229012,2025-09-10T09:02:09,"Saw a suspicious person lurking near India Gate, Delhi for hours. Lost valuables worth approx. INR 15,000.",suspicious_person,0.443,"India Gate, Delhi"
R000066,S0012,U7883,13.048391,80.284153,2025-09-20T17:42:13,"I faced harassment near Marina Beach, Chennai. People were catcalling and it felt unsafe.",harassment,0.589,"Marina Beach, Chennai"
R000016,S0003,U6641,18.520289,73.85643,2025-07-10T06:02:52,Pickpocketing at Pune FC road area — they took my wallet during the crowd. Happened at night.,theft,0.809,Pune FC road area
R000250,S0045,U3994,25.593683,85.137776,2025-07-13T14:38:14,Medical emergency at Patna Gandhi Maidan — we couldn't find first aid.,medical_emergency,0.826,Patna Gandhi Maidan
R000143,S0027,U5709,19.098791,72.827339,2025-09-17T03:25:41,"Pickpocketing at Juhu Beach, Mumbai — they took my wallet during the crowd. Reported to local police but no help.",theft,0.803,"Juhu Beach, Mumbai"
R000099,S0018,U4994,19.098176,72.827115,2025-07-07T13:57:26,"Vandalism noticed near Juhu Beach, Mumbai. Statues/graffiti and broken benches.",vandalism,0.274,"Juhu Beach, Mumbai"
R000692,S0129,U2896,22.309123,88.767095,2025-09-21T15:29:15,Someone had severe allergic reaction near Sundarbans Entry. Reported to local police but no help.,medical_emergency,0.829,Sundarbans Entry
R000654,S0121,U5998,11.624076,92.72592,2025-07-06T14:29:36,I got scammed by a taxi driver around Andaman Port Blair. They overcharged and threatened me.,scam,0.499,Andaman Port Blair
R000060,S0012,U7883,13.048517,80.282468,2025-07-24T17:21:41,"Auto driver refused meter and behaved aggressively near Marina Beach, Chennai. Took place during peak hours.",unsafe_transport,0.512,"Marina Beach, Chennai"
R000204,S0037,U6869,26.847185,80.946576,2025-09-02T05:28:42,Group of men assaulted me close to Lucknow Hazratganj.,assault,1.0,Lucknow Hazratganj
R000461,S0087,U6938,26.924,75.826906,2025-09-24T23:04:55,"Group acting strange near Hawa Mahal, Jaipur. Could be a threat.",suspicious_person,0.578,"Hawa Mahal, Jaipur"
R000294,S0052,U2721,9.965908,76.241913,2025-09-18T14:01:57,"I got scammed by a taxi driver around Fort Kochi, Kochi. They overcharged and threatened me.",scam,0.517,"Fort Kochi, Kochi"
R000499,S0093,U2027,19.886844,86.09391,2025-08-17T17:39:42,Saw a suspicious person lurking near Konark Sun Temple area for hours. Reported to local police but no help.,suspicious_person,0.616,Konark Sun Temple area
R000403,S0073,U7459,11.622533,92.727341,2025-07-01T02:35:35,Taxi driver tried to drive off-route near Andaman Port Blair. Reported to local police but no help.,unsafe_transport,0.551,Andaman Port Blair
R000010,S0002,U1399,27.617328,93.829009,2025-07-31T09:21:21,Taxi driver tried to drive off-route near Ziro Valley.,unsafe_transport,0.368,Ziro Valley
R000457,S0086,U2886,17.361531,78.474661,2025-09-27T10:20:05,My bag was snatched near Hyderabad Charminar. I lost my phone and wallet.,theft,0.821,Hyderabad Charminar
R000011,S0002,U1399,27.61673,93.829819,2025-09-09T10:27:23,Group acting strange near Ziro Valley. Could be a threat.,suspicious_person,0.411,Ziro Valley
R000500,S0093,U2027,19.886894,86.094648,2025-09-11T11:02:12,Boat operator was reckless near Konark Sun Temple area and it felt unsafe. Took place during peak hours.,unsafe_transport,0.558,Konark Sun Temple area
